feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127
-0.00075660535,0.00012881953,-0.0008202372,0.0002316068,-0.00044651367,-0.00028184184,-0.0003139567,0.000104938146,0.0014906544,0.0004533776,-0.000343558,-9.491042e-05,0.0016992465,0.0011222224,0.0008581885,-0.00055881694,-0.00024702208,-0.0006211724,0.0012031018,0.0008623951,-0.000903139,0.00054013525,-0.00018456743,-0.0008174785,0.0006031602,-0.0007287549,0.0007479607,4.6173205e-05,-0.00048109973,-0.00091089774,1.2264628e-05,0.0012979782,-0.00038331927,-0.00080435246,0.00022120224,-6.0744827e-05,-0.0008493097,-0.00044204853,-0.0004338775,0.00037857876,0.00010173215,0.0003382259,0.0015230676,-0.000565192,0.0010225677,0.00025048666,-0.0010795641,-0.00017010234,0.0012066169,-0.000968182,-0.00015415753,0.00052130717,0.0004598166,-0.0009405875,-0.0001460469,-0.00016771843,-0.0007621331,0.00067709753,0.0009266017,0.00021693022,-0.00087914336,-0.0001615615,-0.0005174774,0.00019565612,6.1436636e-05,-0.00012666869,-0.0011269152,-0.0004127819,0.00059028453,-0.0006225827,4.3946806e-05,-0.00042726222,-0.00076593977,-0.00016022238,-0.0005151629,0.0005990101,0.00047729872,-0.0010338892,-0.00072206045,0.0010912974,-0.0015177177,0.00042482614,-0.00032126677,0.00050923467,0.0003308732,0.0010379077,0.00069512415,0.00013319442,-0.000200488,0.0006099285,-0.0001573737,-0.0003693605,-0.0013827814,0.0004968033,0.001992141,-0.00018338699,-0.00064897246,-0.0010905496,0.0005126448,-0.0007661289,-0.0010489544,-0.00039177592,-0.000103139086,0.0002683558,-4.8000646e-05,-0.0011011909,-0.00017968784,-0.00035744486,0.00027935376,-0.0014147913,-0.00037352066,-0.0005702138,0.00010831673,-0.00037983217,0.00018309362,0.0008003792,0.00043829522,-0.00091954775,-0.00039640273,-0.000746723,0.00026324828,0.0007671997,0.0009055467,-0.0005207701,-0.0008859857,-9.1408003e-07,0.0008210835,0.0005930577
-0.00019586743,0.00039414418,0.0002943018,0.0008324636,0.00068297546,-0.00037657883,-0.00019489172,-6.765603e-05,0.0005460397,-0.00064511475,-0.00013084932,-0.000743589,0.0025471442,0.0025211412,0.0020116433,0.0006942613,-0.0005165471,-0.0008102084,-0.00036199036,0.0015957465,-0.00049447233,0.0004247976,-0.00017643138,0.00056915905,-0.0007074173,0.0010411127,0.00031683623,-9.783703e-05,0.00081817154,-0.00032726047,2.0563475e-05,0.0020073033,-0.0011937742,-0.0007299447,0.0014607299,-0.00076205446,-0.0010304591,-0.0004746682,-0.0006009008,0.0013034974,0.0010111748,-0.0012269572,0.0014984349,0.000307884,0.0018405266,0.0005057611,-0.00097141805,-0.00053405436,0.000938065,-4.554759e-05,0.0007863253,0.0009654878,0.0010187627,-0.0012279436,-0.0011231683,0.00012835421,-0.0012161024,-0.000119272634,0.0002342903,0.00020138148,-0.0007216492,0.0008387036,-0.00027143338,0.00221621,-0.0008054542,-0.00011995815,-0.00027395698,-0.0006617627,-0.00038238204,-0.0007952109,-0.00063568633,8.520085e-05,-0.0022187706,0.0006754607,-0.00089947006,-0.0004318108,-3.9571616e-05,-0.00023424467,-0.0011035155,-0.00038266377,-0.0009553594,-0.00021905247,-0.0006928216,5.829935e-05,-0.000277912,0.0003418461,0.0005188609,-0.00090889505,0.00025634194,0.0008005225,-0.0008340192,-0.001093446,-0.00087465177,0.0017507585,0.0035887163,-0.00011358899,-0.00013445498,-0.0009519253,-0.00020200558,-0.0015222185,-0.001443416,0.0002460291,0.001564404,0.0017609873,0.0013524104,-0.0012200426,0.0011678908,0.00090305845,0.002032098,-0.001541711,3.985723e-06,-0.0007403005,0.0010446713,0.00097231066,0.0005171044,0.00040147323,-0.00022083898,-0.0007959648,-7.8440076e-05,-0.0013356984,0.000819011,0.0013109291,0.00043402874,-0.0013994284,-0.0010544055,0.0003198198,0.0005151729,-0.0007796837
-0.00011488273,0.00017056693,0.00058476237,-0.00021681646,-0.00027039342,-6.9975315e-05,-0.00053362496,-0.0004721339,-3.0847477e-05,-0.00089489715,0.00072593836,-0.00044026747,0.00069438,0.0013086376,0.0015114391,7.005686e-05,-0.00017834993,-0.00058317446,-0.001116088,0.00097159314,0.00026665936,0.0018025457,-0.001162827,-0.0010369841,-0.001111998,0.0009110721,0.0007564101,0.00028102935,0.00032104852,0.0002866801,-0.000578828,0.0018534295,-0.00043847327,-9.2089016e-05,0.00073178636,0.00031517528,-6.22243e-05,0.00042244006,-0.0008393225,0.0020408921,-8.25881e-05,-0.0007996685,0.0011132222,0.0003413534,0.0023189578,0.0003329614,-0.0005153328,-2.3452856e-05,-6.567044e-05,-0.0010371067,0.00060728274,-0.0005113262,0.0013487191,-0.0009295878,-0.0005750145,-0.0004455416,4.3622083e-05,0.00052647956,0.00010844313,0.00014203653,-6.457438e-05,0.0015463576,-2.870112e-05,0.0014349939,-0.001307459,-0.00087714224,-0.0005240349,-0.0006643537,7.864605e-05,-0.00064581324,-0.0004706798,-0.00032506962,-0.0011969885,-0.0005350042,-0.002203352,-0.00017750164,-9.8615455e-05,-0.0010474066,-0.0003364991,-0.0005550637,-0.0013861442,-0.0003444922,4.9047543e-05,-0.00039331446,-9.449289e-05,-2.676455e-06,0.00081386545,-0.00024904808,0.00081505097,0.00047087955,-0.0005354358,-0.0010341395,-0.0006063344,-7.263984e-05,0.003871081,0.00053307036,-0.00010306495,-0.00079167605,0.0004578893,-0.0013080805,-0.00076029124,0.0009233823,0.00079251674,0.00078433345,0.00046118122,-0.0007152105,0.0008426031,-0.00014559034,0.0015213661,-0.0013167525,0.00042576267,0.00014582463,0.0017119541,-0.00027738366,-0.000107756794,0.00086290186,0.00092346594,-0.0010081767,0.0008301992,-0.00034964667,0.00031244394,0.0014191095,-0.00074681,-0.00060524157,-0.001104619,0.0009578007,-5.4092052e-05,-0.0010115566
0.0003240643,0.0013183384,0.00024531718,0.00068044825,-0.00066046335,0.0002046567,0.0005780143,-0.00023211341,9.2863826e-05,-0.00094144384,-0.00033046916,0.0006064608,0.0014485976,0.001513502,0.0013130715,-1.3703777e-05,-0.00037421932,0.00040535038,0.00028923101,-0.00015422936,-0.0003132502,0.00093486067,-0.00020154743,0.0003413443,0.00012983193,0.0014068156,0.0009291243,-1.983053e-05,0.0013168659,-0.0006583262,-0.00028610526,0.0011969027,8.539924e-05,-0.0004732376,0.0008408261,-0.00047102262,-0.00030046277,-0.0005853429,-0.0006457268,0.00084037596,0.0006230051,9.610104e-05,0.0019194089,0.001017677,0.0009928436,-0.00045395334,-0.001742969,-0.00037596287,-9.953657e-05,-0.00070005935,0.00080372917,0.00016525158,0.001029521,-0.00050196657,6.1978026e-05,-0.00035585,-2.718633e-05,-0.0008337394,-0.00015562303,-0.00095234637,-0.00025134668,0.00010519964,0.0007737429,0.0005281792,0.0005282198,-0.00018044104,-0.0009119346,0.0009985354,-0.00033402405,2.0333415e-05,-0.0016922135,0.00021065737,-0.00057887414,2.7422047e-05,-0.00058450305,0.00047644897,0.00023331959,-0.0001369591,0.0003427134,-0.0004821701,-0.0014061464,0.0006876358,7.88223e-05,-0.0008470854,0.00071922626,0.0006153722,-0.00024182834,-0.0010796819,-0.00028750527,-0.00027929092,-0.00012219672,-0.00023921467,-0.0005735305,-0.00010095352,0.0025644011,-0.0008185549,-0.0005885664,-0.001188154,0.00027935122,-0.0007175015,-0.0006945451,-0.0011614843,-7.303618e-06,0.0020829006,2.1412177e-05,-0.0007806774,-0.00013971093,0.0013854199,0.0013091184,-0.0007399943,-4.468303e-05,0.0005015386,0.0015996378,0.00034965118,2.9153656e-05,-6.767387e-05,-0.00014634353,-0.0023425794,0.0009791746,-0.0011924303,0.0010393874,0.0010419574,-0.0006473282,5.42843e-05,-0.00020280809,-0.0002502572,0.0006053974,0.0004127455
0.00014067508,0.00025912045,0.0009852832,0.0011822248,0.00052273466,-0.0013767964,-0.00014717637,-0.00042176974,0.000870303,-0.00021006813,-8.51625e-05,-3.9242765e-05,0.002129675,0.003434373,0.0032056184,0.0010160665,-0.0011417799,-0.0010775527,-0.0012298645,0.00203194,-0.00013051654,0.0017663025,-0.00021337869,-0.0011985839,-0.0009958354,0.0011020144,0.00054830324,0.00052648253,0.00097503205,0.0004274579,-0.000120987715,0.0033639735,-0.00092704355,-0.0003706006,0.0012375411,-0.00063684105,-0.00094652653,-0.0012748446,-0.0006648127,0.0019919735,-0.00030624008,-0.0004710893,0.0022788171,0.0009058948,0.0029035746,0.0005259714,-0.0015579284,-0.00029107236,0.00081296003,-0.0015297981,0.0018649072,0.00018674218,0.0033273678,-0.0015453323,-0.0014292906,-0.0009539272,-0.00012204354,0.0013648455,0.00066600105,-0.0012823528,-0.001006885,0.00069766334,-0.00028064975,0.0029941644,-0.0006669121,-0.00064964785,-0.0010665099,-0.0012407239,-0.00031116404,-0.0011220763,-0.0018049164,0.00020633488,-0.0017744633,-0.00018511951,-0.002053492,0.00056280184,5.1693278e-05,0.00012834584,-0.0011001336,-5.878003e-05,-0.0025838455,0.00019093473,-0.0003742252,7.875896e-05,-0.00022924283,0.00023512462,0.0018105081,-0.000448369,0.00081394793,0.0012039122,-0.0019417591,-0.0012058103,-0.00045355596,0.0005034997,0.0053294078,0.0011180073,-0.00026437707,-0.0012950954,0.00016692278,-0.0029966806,-0.0018390609,0.0006450723,0.002433356,0.0023038855,0.0004685308,-0.0007882563,0.001330485,0.0013852089,0.0018852215,-0.003240219,0.0008215164,-0.00067123293,0.0011341786,-0.00020260818,0.0007267493,0.000867974,0.0010378936,-0.001260087,0.00035526595,-0.0016739792,0.0010744461,0.0020935587,-0.0012537019,0.0006013556,-0.0011775269,0.00023278322,0.0005106327,-0.00024454185
0.0003023722,0.00043932555,-0.0002939614,0.0011677092,8.244902e-05,-0.0015458259,-7.5475684e-05,-8.8256886e-05,0.0007218647,0.000119274715,-0.0009692655,5.4817687e-05,0.0013923392,0.002364602,0.0019264136,0.0007735752,0.00026524934,-0.00036705696,0.00022048112,0.0021238532,0.0005897273,0.00183568,-0.00019083645,-0.0013072705,-0.000621772,0.00018810334,-2.1625776e-05,0.0008808024,0.0012481927,-0.00046169828,0.00020194035,0.0005387192,-0.0003641014,-0.001868005,0.001425472,-0.001545179,-0.0013515212,0.00013728577,-0.0010009438,0.0020578543,-0.0004582686,-0.0016531971,0.0019604743,-0.00027794315,0.0023592373,0.0016377897,-0.0014738933,-0.0004715042,0.0006704368,-0.00084757403,0.0023939945,0.0010031684,0.0010413283,-0.001930968,-0.00087149907,-0.0015268138,-0.0008854567,0.0006029574,0.00041775225,-1.2239425e-05,-0.0024774508,-0.0003456609,-0.000548939,0.002412219,-6.680884e-05,-0.00044492973,-0.0021392745,0.00016595576,-0.0012918852,-0.0018733946,-0.0018395715,-0.0011254139,-0.0015663613,-0.0004693617,-4.82265e-06,-0.00041146865,0.0011198478,-0.0003326698,-0.00043807444,-0.0006851651,-0.00046890703,4.6219688e-05,0.00022361612,-0.00064458436,-0.00071027345,0.0015647766,-0.00022865638,-0.0001957347,0.00012969722,0.0015659205,-0.0011039104,0.0006264344,-1.0651603e-05,0.0012059828,0.004190811,0.00095672486,0.00044547484,-0.0013919336,0.0007260394,-0.002210784,-0.0006360864,0.0009746044,0.0015953308,0.0025053185,0.0012096491,-0.00141085,0.0004086447,-0.000113431495,0.002753101,-0.0017711812,1.0820879e-05,-0.00060279097,0.0014043272,0.0009113757,0.0012007552,0.0003807761,0.00080282375,-0.0023609425,0.00063568406,-0.00084090047,-0.0011429049,0.0009167903,7.217437e-05,-0.001513943,5.251096e-05,-0.00019722662,0.00063452584,-0.0006934689
0.0004356682,1.30888075e-05,0.00073339907,0.0010052889,0.0003818039,0.00028128497,-0.00051106815,-0.0008971525,0.00069230446,-0.00031486835,-0.00014318555,-0.00011383125,0.00043497066,0.0024208783,0.0012301296,0.00013001601,-0.00024628936,0.00028669517,-0.00046767705,0.0011381347,-0.0003130149,0.0010621664,-0.00089261984,-0.0008163002,-0.0002562045,0.0008620939,0.000476908,0.00046709762,0.0008414498,-0.00042401964,-0.00026756476,0.0017813457,-0.0002660914,0.00012134222,0.0003801076,-0.00036185174,-0.00062339904,-0.00058904535,-0.00044628288,0.0012255558,0.00092988677,-0.0005724874,0.0014393206,8.089532e-05,0.00159692,0.0009231109,-0.0012695845,-0.00039598008,0.0009131135,-0.0010630576,0.00050109363,-0.00022297294,0.0021332072,-0.0016091637,-0.0010330318,-0.0013213379,-0.00063464453,0.000104120816,0.00019281906,-0.00092932646,-0.00041873503,0.00019305889,-0.00062976463,0.0013224285,-0.0003949887,-0.00063424965,-0.00043157634,-0.0008163579,-0.0004473184,-0.0008841384,-0.0009718054,-0.0002191997,-0.0016931334,8.502857e-05,-0.0011889926,0.00042206232,-0.00025596583,-0.0005789158,-0.0004889413,-0.00025538518,-0.0014939217,-0.00026040163,-0.00066930504,-0.0005998822,-0.00028142598,-8.0426595e-05,0.0007154188,4.050354e-05,0.0010549165,0.0009917493,-0.0003443645,-0.0016524247,-0.0009683208,0.000538337,0.0027233688,0.000336133,-0.0010036327,-0.00029815652,0.00088287797,-0.0013055154,-0.0010358095,-0.00022679933,0.0011611208,0.001662815,0.0002842234,-0.00014431731,0.000107966844,0.00037852532,0.0012366774,-0.0017032238,0.00057564775,-0.000465841,0.0015589059,-0.0002731409,6.7203204e-05,0.00060672784,0.0006828161,-0.00036494067,0.0003644001,-0.0007311567,0.0008839619,0.0011210162,-0.00045245836,0.000104143524,-0.0009967211,0.0007194064,0.00046792073,-0.00020486128
-0.0005139601,0.00044054672,-0.00065893907,0.0011585318,0.0006830872,-0.00061949174,0.00049691024,-8.852858e-05,0.00089867663,-5.1716757e-05,0.00022477114,-9.6031115e-05,0.000944162,0.002245845,0.0013906057,0.00037492358,-0.0005250576,-0.0006849428,0.0010348859,0.00087814924,-0.0006484264,0.001180477,-0.000976738,-0.0013649865,0.00015116746,0.0004287571,0.000462587,0.0011263447,0.0006100136,-0.00019141762,-0.00023795871,0.0016934326,0.00075754523,0.00037543444,0.0006571706,-6.606042e-05,6.877287e-06,-0.00016096517,-0.0020013142,0.0017644305,0.0011506638,-0.00033626013,0.0011445177,-0.0003053965,0.0017856405,0.0010401768,-0.0013752372,-0.00012216414,0.0017981897,-0.0015872722,0.0006693435,0.0008056231,0.00085687725,-0.0011618672,-0.0012118691,-0.0007065283,-0.00084373105,-0.0005795526,0.0009032467,-0.0012052587,6.6714594e-05,0.00044990497,0.0004008822,0.002123564,-6.7664456e-05,-0.0006117839,-0.0007409367,-0.0010616354,-0.0009673155,-0.0005378451,-0.0012166552,-0.0004916571,-0.0013883676,-0.0004112184,-0.0005162826,-0.00059302576,0.00043413136,0.0005203888,-0.00045278238,-0.00048088815,-0.00096508727,-0.00014742212,0.0004903763,0.00018645743,-0.0003694697,-0.00037703442,0.001404096,-0.0005511788,-0.0003860123,0.00075690576,-0.0016434826,9.180067e-05,-0.00035984913,0.0005536105,0.0038082125,0.00095814717,0.00040301416,-0.00053662946,-0.000109981214,-0.0021286893,-0.00093072455,-4.1100087e-05,0.0011785569,0.0016808133,0.0010567195,-0.0013260158,0.0016256073,0.00016596021,0.0011248874,-0.00091243495,0.0006580825,-0.00072819897,0.00055072445,0.0006141751,0.0008324414,-0.0006268574,-0.0003649491,-0.0007439261,0.00026009599,-0.00017873694,0.0010587478,0.001367803,-0.0005540144,-0.0005631208,-0.00061129447,0.0007864306,0.00055852125,-0.0008027815
0.00082721724,0.0008349488,0.000642754,0.0015738766,0.0005404765,-0.0014014621,-0.00060805905,-0.0007713492,0.0016869023,-0.0011430852,2.4100244e-05,-0.0005466469,0.0024297424,0.0039909896,0.0032725492,0.0010644807,-0.0016244013,-0.0017394105,0.0005979186,0.0027119424,-0.00069776515,0.0023768547,-4.8406087e-05,-0.0014130046,-0.0015346775,0.0012012753,0.0011395557,-0.0005833846,0.0014133553,-0.00040824653,1.5315787e-05,0.0035456365,-0.00050749467,-0.0012664808,0.0012209839,-0.00086022844,-0.0018123469,-0.0013495999,-0.0017805164,0.0025355415,0.0007679774,-0.0017208842,0.003411156,-0.00010620389,0.0036767307,0.00036664607,-0.0024382581,-0.0011226902,0.0009044211,-0.0011355241,0.0024744333,0.00089455396,0.0023253202,-0.0022376685,-0.0015934018,-0.0013743294,-0.0010255922,0.00040460273,0.00018819432,-0.00027650435,-0.0010905514,0.00035068046,-0.00041222046,0.0026890219,-0.00068779755,-0.00083547784,-0.001370425,-0.002152444,-0.0010751877,-0.0019349499,-0.0018108564,-0.00021553176,-0.002727679,-0.0001496638,-0.001756195,0.0013831222,0.00059619214,0.00026735826,-0.0014112059,-0.00032144075,-0.0019301195,0.00033289008,2.2513119e-05,-0.0003009967,0.00037655415,0.0003577474,0.0016527789,-0.00043741646,-0.00024033524,0.002203715,-0.0016651923,-0.0019900848,-0.0013154886,0.0011741269,0.0058754864,0.000216413,-0.0009535431,-0.0015734455,0.0006730387,-0.0033856102,-0.0020126007,0.00020036973,0.0025857429,0.0023497958,0.0011442029,-0.001415481,0.0009951422,0.0007083113,0.002345107,-0.002833271,0.00019172038,-0.0011414669,0.0016924704,0.0010049905,0.0016928337,0.0005634202,0.00024302682,-0.0018361919,7.780564e-05,-0.0020509756,0.0014578686,0.002107638,0.00014638178,-0.0011167509,-0.0010495124,0.00026954652,0.0012141482,-0.0013153537
-2.9267676e-05,0.00021196576,0.00034196427,-7.7016164e-05,0.0010706144,0.00077023567,-0.0007088382,-0.0007462329,0.00027470864,-0.00033436235,-0.00014645612,7.584233e-05,0.0001643113,0.0015383979,0.0011537771,0.00054861116,-0.0005978302,0.0005591821,0.0006538638,0.0012815729,-0.0006104558,0.00060861674,-0.000773073,0.0004662577,-0.00026860723,0.0008264978,-0.00044683216,0.00036148855,0.00037720427,0.00028966495,7.7469274e-05,0.0017333007,-0.00062340894,-0.00025788098,-0.00018043754,0.0005521854,-0.0007508337,-0.0003144508,-0.001021363,0.00020207996,0.0013861433,-0.0004937434,0.00096822414,-0.00052478054,0.0010554419,0.00088449963,-0.0004906088,-0.0015422445,0.00031035117,-0.00061923015,0.00017559604,-0.00042784653,0.00086225034,-0.00082079734,-0.0010466572,-0.0006378581,-0.00074553466,0.00049031625,8.4404775e-05,-0.0007715157,-0.0007046009,0.0011361021,0.00031661967,0.001461428,0.00020408603,0.0003848091,-4.6438694e-05,-6.627474e-05,-0.00044179472,-0.00042592935,-0.0006223107,-0.001425581,-0.0019015077,-0.0003973641,-0.00021104515,0.0011418568,-0.0005367946,-0.00034141456,-0.0009689134,-0.00037684295,-0.0018375291,0.00014416373,-0.00028265413,0.0006109104,-0.00087115966,-0.00013015216,0.0014855409,-0.00036775207,-0.00033976694,0.0011040146,-0.0018000685,-0.0007895099,0.00039961675,0.00024714856,0.0030870277,0.0012804399,-0.0015268569,0.0003806815,0.0009025002,-0.0016374709,-0.00082368666,0.00033833808,0.0011438215,0.0007217585,-0.00015625767,-0.00034347395,0.00013653458,-0.00019048566,0.0015000097,-0.0009058246,0.0007539198,-0.0004960789,0.0014008282,-0.0003287364,0.00072126294,0.0011825375,0.00032168682,-0.0012310866,0.00048815206,-0.00085065886,0.00094464334,0.0022964608,5.755715e-05,-6.7820634e-05,-0.00064650504,0.00045357246,0.00038062283,0.00070401997
