vector_dim_0,vector_dim_1,vector_dim_2,vector_dim_3,vector_dim_4,vector_dim_5,vector_dim_6,vector_dim_7,vector_dim_8,vector_dim_9,vector_dim_10,vector_dim_11,vector_dim_12,vector_dim_13,vector_dim_14,vector_dim_15,vector_dim_16,vector_dim_17,vector_dim_18,vector_dim_19,vector_dim_20,vector_dim_21,vector_dim_22,vector_dim_23,vector_dim_24,vector_dim_25,vector_dim_26,vector_dim_27,vector_dim_28,vector_dim_29,vector_dim_30,vector_dim_31,vector_dim_32,vector_dim_33,vector_dim_34,vector_dim_35,vector_dim_36,vector_dim_37,vector_dim_38,vector_dim_39,vector_dim_40,vector_dim_41,vector_dim_42,vector_dim_43,vector_dim_44,vector_dim_45,vector_dim_46,vector_dim_47,vector_dim_48,vector_dim_49,vector_dim_50,vector_dim_51,vector_dim_52,vector_dim_53,vector_dim_54,vector_dim_55,vector_dim_56,vector_dim_57,vector_dim_58,vector_dim_59,vector_dim_60,vector_dim_61,vector_dim_62,vector_dim_63,vector_dim_64,vector_dim_65,vector_dim_66,vector_dim_67,vector_dim_68,vector_dim_69,vector_dim_70,vector_dim_71,vector_dim_72,vector_dim_73,vector_dim_74,vector_dim_75,vector_dim_76,vector_dim_77,vector_dim_78,vector_dim_79,vector_dim_80,vector_dim_81,vector_dim_82,vector_dim_83,vector_dim_84,vector_dim_85,vector_dim_86,vector_dim_87,vector_dim_88,vector_dim_89,vector_dim_90,vector_dim_91,vector_dim_92,vector_dim_93,vector_dim_94,vector_dim_95,vector_dim_96,vector_dim_97,vector_dim_98,vector_dim_99
-0.0013724099,0.0025880684,-0.00082236686,-0.0029719258,-0.0016356502,-0.002090188,0.0012690193,0.0018347814,-0.00035204645,0.0017652578,-0.001696453,-0.00075404096,0.00061667454,0.002017508,0.00220296,-0.0010341896,-0.0024361832,-0.0009734709,0.0027310369,-0.0036758783,0.0023851579,0.0016542475,-0.0004560522,-0.0012250697,0.0023740395,0.0011220127,0.0012661294,-0.0035742286,-0.003604125,0.00023753858,0.0022531138,-0.00067744,-0.0035784878,-0.0011812709,0.00071905,0.0016508545,-0.0023961873,0.002413187,0.0016586577,-0.0039241156,0.0006584851,0.0033457666,-0.0035107115,0.0022631674,0.00019825892,0.00082938053,-0.0023130141,0.0009216729,-0.0010051383,-0.0016837834,0.0018948677,-0.0025134338,0.003616458,0.0001884928,-0.0015812367,0.000530492,0.000879812,0.0028791986,0.00039760416,-0.00033620835,0.0017677167,0.003723274,-0.0024670758,-6.8600304e-05,0.0004924252,-0.0017170212,0.0017820349,0.0013812257,-0.0012159632,-9.986837e-05,-0.00025411055,0.0006800642,-0.000333755,0.000101180995,0.0011341323,0.0011466468,-0.00076894,-0.00037532745,-0.0013942599,-0.00030118012,0.001683384,0.0001683746,-0.0017939311,0.0022806423,0.00038320728,0.0006641316,0.001501541,-0.0030509275,0.00074777636,-0.0020925554,0.0033293332,-0.00015384493,-0.0025849303,0.0014322768,0.0011353246,0.001779301,0.0031641142,-0.001620205,0.0013665438,-0.004954486
0.002797768,-0.00039262619,0.00010252651,0.0021110722,-0.0030909528,0.004306788,0.00040476554,0.0044892067,-0.0005145022,-0.003945366,0.002150501,-0.003717138,-0.0006891807,-0.0018804293,0.00015362872,-0.0006910365,-0.0021132142,-1.3224408e-05,-0.00030818512,0.0022826283,0.0006477946,0.0030756546,-0.00078890054,-0.005809764,0.00449247,0.0042648185,-0.0041960757,0.002175222,-0.0027243048,-0.0032229156,0.0005100587,-0.005510771,0.0028977625,0.0002383416,0.0053861057,-0.0018290769,0.002406093,-0.0019936038,-0.000731807,-0.0017701235,-0.0032872453,0.00010087241,0.0029213927,-0.002644711,0.00028658882,-0.0017795924,-0.00048774332,0.0002760658,0.0011442255,-0.003085637,-0.002472579,-0.0026249266,-0.00050834415,0.006240651,-0.004519661,-0.0022613138,0.001548749,-1.899451e-05,-0.0001906449,-0.00059993705,-0.0025756601,-0.0027643074,-0.0006768758,0.0016208409,0.0043892874,0.002241533,0.0063435407,0.0019055838,0.0045597856,0.004201735,-0.0055761975,0.0029569182,-0.00022868319,0.0015928457,0.0019531976,-0.0039913533,-0.0024316884,-0.0017832017,0.0026487028,0.002260053,0.0018825826,-0.004569221,0.0022695598,-0.0021332335,0.004546701,-0.00042333305,0.0020419895,0.0013393919,-0.0016031784,0.00031910036,-0.00050223124,0.0009467696,0.0041638324,-0.0023420886,0.00036569624,0.00017412976,-0.003266865,-0.000313617,-0.0036454466,0.002031957
-0.0033370338,0.0019504994,0.00016348391,-0.00032904636,0.00074359117,-0.0022560088,0.0004536121,0.0019317176,0.0011773033,0.0017472057,0.0007545769,0.003434847,0.0006348787,0.0015512806,0.0024786314,-0.0027173979,3.9574734e-05,-0.004411463,-0.0012478281,-0.0015589662,0.00027603778,0.0017774184,0.0028628514,0.00070097693,0.00012783444,0.00470434,-0.00043025604,-0.0022360296,0.0028186103,-0.0005048819,-0.00077171694,-0.0033640673,0.0013676045,-0.00023424964,0.002214547,0.003303288,0.0017325078,4.5605215e-05,-0.0029358799,-0.0043404335,0.003347495,-1.7341481e-05,0.00095862144,-6.51466e-05,-0.0031349384,0.0016879805,0.00088695384,-0.0011709075,0.00034865885,0.0013001678,0.0026019055,0.0009925994,-0.0027144654,-7.164097e-05,-0.0020240885,-0.0021629175,0.0038978579,0.002471608,7.697415e-05,-0.0003172028,0.00089262635,0.000874064,-7.5265e-05,-0.0002421591,-0.0010238766,0.0054385467,-0.0034138493,0.0018121282,-0.0033148646,0.003588128,-0.00015560622,0.0031492666,0.0014221478,0.000115874136,0.00028873936,-0.0044833403,-0.0031483902,-0.001269614,0.0006089078,-0.0043324414,0.001697862,0.00023041885,0.0026033686,0.0035242485,-0.0017078865,0.0016927513,-0.0014686737,-0.003685476,-0.0024673638,-0.0014291037,-0.0050032926,-0.002321325,4.456277e-05,1.4912527e-05,0.0018559549,-0.0013345777,-0.0026742734,0.00038828116,-0.002600422,-0.0021591743
1.9060448e-05,-0.0031305454,-0.0009873312,-0.0005629013,0.00270832,-0.004612825,0.0017524685,0.0051791826,0.0047180853,-0.0023129515,0.0060660364,-0.0005682743,-0.0036651422,0.001246609,-0.00097548624,0.00087515684,0.000976034,-0.0024242844,-0.00039173773,-0.0039758934,-0.0027178726,-0.0042999485,0.004489186,-0.0016573552,0.0023089428,0.002501804,-0.0007762521,-0.000520101,-0.0019761831,-7.4596705e-05,0.004031362,-0.0020436223,0.0014723265,-0.00030318805,-0.00019755652,-0.0005126363,-0.003063912,-0.008512272,-0.0017316401,-0.0050190785,0.0027570073,-0.0013069803,0.0017035862,-0.004937526,0.0034458872,-0.0013448494,-0.0018522829,-0.0007777234,0.001977255,0.005837074,-4.6120305e-05,-0.004223521,-0.0019352452,0.0035159755,-0.0007564433,-0.0021494953,0.0015375694,-0.0031468756,-0.0052158334,0.00062281906,-0.00015162937,-0.002001286,0.003308608,0.0037249092,-0.0019273888,0.00470421,0.00070456264,0.0023689696,-0.006228314,0.0024396759,0.0010500213,0.0008932365,0.0008197276,-0.00010407274,0.0067877546,-0.0019540626,-0.002512987,-0.0016599528,-0.00180261,0.0013300224,0.00055327994,0.0020546673,-0.0060310564,0.004929958,-0.00077805866,-0.0020149269,0.005721609,-0.0023892173,-0.002626906,0.0014189085,0.0010914452,-0.00012783884,0.0001960157,-0.00096931,0.0037405007,0.001991105,0.005377455,-0.0020668092,-0.0013776378,-0.00154764
-0.00070696283,0.0033362857,0.0031008967,0.0014914589,-0.0014853772,0.0001753612,0.0032214685,-0.00016915216,-0.0011529063,-0.00037226971,0.00023163432,-6.329366e-05,0.001213798,-0.0006927352,0.0021481216,0.0007125897,0.0016264908,-0.0031712814,-0.0019474188,-0.0048235655,0.000713516,0.0032121416,0.0018341504,-0.0023813006,-0.0012882095,0.0021908043,-0.0020867519,-0.0021728924,-0.0034043316,0.0013074132,0.0035689124,0.0005218313,0.003503212,0.0038134153,-0.0012799475,0.0044359514,-0.0023334424,-0.0006210241,-0.0036649585,-0.0037009479,0.00226503,-0.0036384936,0.0011230899,0.0018000167,0.0023818612,-0.0013306316,-0.0013331737,-0.00048845063,-0.002784948,0.0027043668,0.0002696962,-0.003946482,-0.0005935255,-0.001643867,-0.0009623988,0.00012968695,0.0014830788,-0.0017926553,0.0006376681,0.00014991802,-0.0020091315,-0.00038115593,-0.00091397634,0.0016076565,-0.0040352438,0.0032878767,-0.00114764,0.0037523538,-0.0068132607,2.9839483e-05,-0.0043719904,-6.143004e-05,0.00101689,0.0010622669,0.00062175695,-0.00091360154,-6.760517e-05,-0.0019223278,-0.0031870157,0.0011430947,0.00037526395,-0.0041608443,-0.0033947881,0.0038228326,0.0040182825,-0.0012011363,0.0016895775,0.0021171938,-0.00025188475,0.00061832473,0.0012850054,-0.0009603089,-0.003434059,-0.00022521793,-0.0003110568,-0.00015203776,0.0003421863,-0.0011793899,0.004206697,0.0003832907
-0.0013054162,0.005672795,-0.0029283965,0.0011235384,-0.0051510446,-0.0025105793,-3.724341e-05,0.00075359415,-0.0059134252,-0.0014433097,0.0020648802,-0.006524854,-0.00045047957,0.0005349588,-0.00031232202,-0.006697489,0.0034152768,-0.0035576196,0.003739325,-0.0015740236,0.00044678207,0.0041479287,-0.0008964914,-0.0020696167,-0.006333817,0.003054549,-0.0037226405,-0.0056627886,0.0022768907,-0.0002551015,-0.0026487114,-0.0033720075,0.0027169771,0.0038835276,-0.0030771894,0.006114598,-0.0021969168,-0.0013241388,-0.004105383,-0.0013079979,0.0018667887,0.0012704754,0.0016844971,0.006285173,0.0013637434,0.001711609,-0.00090407184,-0.0065048803,3.0426914e-05,-0.0015809194,-0.0051984964,-0.0014805014,0.0028511607,0.0042934357,0.003017302,0.0020354087,0.004113739,-0.0023191913,0.0018129369,0.0021364032,0.0015405442,-0.0016567492,-0.0050825863,0.0011894468,0.0011993692,0.00091405207,-0.0027336343,0.0014985057,-0.0009398146,0.003940535,-0.002841518,-0.0033711274,0.006044956,-0.0032484103,-0.0013280315,0.0051900726,-0.0011671083,0.0013670626,-0.0024884793,-0.004182994,-0.004337012,-0.0014399157,-0.0035130214,0.0027557847,0.00038397528,0.0023414278,-0.001975527,-0.00042646044,0.0030462367,0.0016441394,-0.00038508192,-5.3694217e-05,-0.0066501684,0.0012268226,-0.0029160362,-6.195744e-05,-0.0014571941,0.0044215303,0.0022315993,0.0036582877
-0.0013054162,0.005672795,-0.0029283965,0.0011235384,-0.0051510446,-0.0025105793,-3.724341e-05,0.00075359415,-0.0059134252,-0.0014433097,0.0020648802,-0.006524854,-0.00045047957,0.0005349588,-0.00031232202,-0.006697489,0.0034152768,-0.0035576196,0.003739325,-0.0015740236,0.00044678207,0.0041479287,-0.0008964914,-0.0020696167,-0.006333817,0.003054549,-0.0037226405,-0.0056627886,0.0022768907,-0.0002551015,-0.0026487114,-0.0033720075,0.0027169771,0.0038835276,-0.0030771894,0.006114598,-0.0021969168,-0.0013241388,-0.004105383,-0.0013079979,0.0018667887,0.0012704754,0.0016844971,0.006285173,0.0013637434,0.001711609,-0.00090407184,-0.0065048803,3.0426914e-05,-0.0015809194,-0.0051984964,-0.0014805014,0.0028511607,0.0042934357,0.003017302,0.0020354087,0.004113739,-0.0023191913,0.0018129369,0.0021364032,0.0015405442,-0.0016567492,-0.0050825863,0.0011894468,0.0011993692,0.00091405207,-0.0027336343,0.0014985057,-0.0009398146,0.003940535,-0.002841518,-0.0033711274,0.006044956,-0.0032484103,-0.0013280315,0.0051900726,-0.0011671083,0.0013670626,-0.0024884793,-0.004182994,-0.004337012,-0.0014399157,-0.0035130214,0.0027557847,0.00038397528,0.0023414278,-0.001975527,-0.00042646044,0.0030462367,0.0016441394,-0.00038508192,-5.3694217e-05,-0.0066501684,0.0012268226,-0.0029160362,-6.195744e-05,-0.0014571941,0.0044215303,0.0022315993,0.0036582877
0.00055680407,-2.738847e-05,-0.0012698082,-0.00097422954,0.0013870732,-0.0010020473,-0.0015810019,0.0036622032,-0.003256081,-0.0021542343,-0.0023705752,-0.0040516243,0.00070994423,-0.0019513076,-0.001122463,0.004142321,0.0032349497,-0.0026132797,0.0051908433,0.0011213234,-0.0005903889,-0.001175536,0.00014418719,0.00018867616,-0.0007991122,-0.004193074,-0.0029434152,-0.0006463469,0.001736404,-0.0019888843,-0.0007968473,0.0022098902,0.0035831786,-0.000120651785,0.00062181364,0.0009203653,0.0044194795,0.004158417,-0.00084778894,-0.00095635344,-0.0026633795,-0.002209401,0.0021752813,0.00068063027,-0.00086963054,0.0020799425,-0.0033916112,0.0028900085,0.0005163883,-0.0043056407,0.0015001696,-0.0050279,-0.0011850545,0.003613121,-0.001102907,0.0009745301,-0.00011682132,-0.00025852505,-0.0022820823,0.002341077,-0.0008890427,0.0024743339,0.000400275,0.0017668233,0.0029293632,0.0037043847,0.0025324675,0.003581494,-0.006618772,0.00055254996,-0.0051716124,0.0005984164,-0.0007106454,-0.0009399907,0.0024492068,-0.003968926,0.0001751479,0.002697874,-0.0027303693,-0.00043435895,0.00050183374,-0.00086484797,0.00041814102,0.0007292079,0.0041301074,0.0059633683,-0.00017938444,0.0005566774,0.005515992,-0.0028560907,0.0059037483,-0.0025338556,-0.0055126436,0.0008158333,0.0013225065,7.83414e-05,-0.0023548843,-0.0011883598,0.0032013424,-0.0012788974
-0.0011226387,-0.0027419904,0.0064083505,0.0007005066,-0.007242463,-0.0013742824,-0.0014308372,0.001988153,-0.0057932315,0.0064776363,0.00092246034,-0.0066739107,0.00058453437,0.0019675707,0.0083419625,0.0044804467,0.003834669,0.003125915,-0.0024626432,-0.0063206777,6.511921e-05,-0.0072897943,0.0041086357,-0.00083843037,-0.0010232234,0.00273132,-0.0036311403,-0.001743556,0.0054307776,-0.00022486364,0.0050620427,0.0055863173,-0.0035202769,-0.0070222076,-0.00023835793,0.0034232482,0.003382281,0.0050029373,0.0024229293,0.0012449226,-0.0023020408,0.00752124,-0.00087132736,-0.0034804426,0.003415521,0.0021749241,0.0016023086,0.003192091,0.0015621919,0.0013804184,-0.004177578,-0.0064412346,0.001906979,-0.0046476685,-0.0032834094,-0.0063842395,0.0010864951,0.00036273804,0.0042359615,0.0028561242,0.0046138735,0.008416034,0.0019178826,0.006456004,-0.00327146,-0.0007448159,-0.0020258436,0.0012198451,-0.0015045055,0.003255352,-0.006013185,0.00095809356,-0.005040753,-0.0053421673,0.0027693363,0.00745707,-0.005210597,-0.008536897,-0.0028912988,0.0021305715,0.005197338,-0.0042890003,-0.003252451,0.006418725,-0.006616318,0.0027669733,-0.006663915,-0.00039334456,-0.00032244017,-0.0012423457,-0.0034355605,0.0020634653,-0.0014518185,0.0016719871,0.00556452,-0.0044333786,-0.004766247,0.0050951405,0.0015816025,-0.0025354438
-0.002293353,-0.00038201857,-0.00025401555,-0.006859841,-0.0005609074,0.0027095014,-0.0019933013,-0.004003944,-0.0056800605,0.003456122,-0.0037362212,0.0003883466,0.001742708,-0.000953143,0.0031921128,0.00092236453,-0.0026452334,-0.003392861,0.0048571643,-0.005270608,0.0023496465,-0.0016740409,0.0076234424,-0.0058283955,0.0065587168,-0.006433391,-0.003038377,-0.0042431294,-0.0011500157,-0.004535388,5.0108414e-05,0.009168333,0.0037921183,0.005048145,-0.0020133955,0.0031724034,-0.005515918,0.0017436106,0.0007087521,-0.0017676409,0.0018151584,0.0023436942,0.00030082552,0.0031873684,-0.0065539926,-0.0015113265,-0.005957378,-0.0047877096,-0.00757173,-0.0016654376,0.0008154999,-0.0042277244,-0.0063231857,-0.0011673775,0.0031464435,-0.005872273,0.0035434396,0.0011448846,-0.0037893867,0.00026901683,0.0020346974,-0.004104341,-0.0035604038,-0.0060155485,-0.0026149254,0.0084959,0.0039096605,-0.0018098135,0.0029363192,-0.0039388407,-0.0019770106,0.0006808196,-0.0024499963,0.0025421958,0.0048932447,-0.005669401,0.0047248816,-0.0057157837,-0.0072201416,0.0057761157,-0.0020932825,-0.00025331555,0.0007622186,-0.0043125,-0.0052799038,-0.005557839,0.0009712386,0.0032114105,-0.0018230297,0.0015948677,0.002484899,-7.0380047e-06,-0.005833932,0.006204623,0.003528447,0.003957968,0.0016868798,0.0055635045,0.001910943,-0.0023958003
