0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
-0.22795936,-0.6983761,0.17684008,0.29457784,-0.055487182,-0.24383302,0.34781766,0.32257456,0.3497381,-0.21661435,-0.3034589,-0.51044166,-0.5820192,-0.17681655,-0.3560123,0.030936494,0.6706238,-0.42761838,-0.5449521,-0.17163317,-0.45065683,0.81235015,-0.99693257,0.014866315,0.117400765,-0.20650174,0.5112871,1.1320674,-0.09779161,0.07394466,0.1475172,0.31357357,-0.26860368,-0.087197036,0.11465143,-0.37226006,0.047389593,-0.18747428,0.47695225,0.2808825,-0.3669906,0.18589923,-0.3468604,0.38454932,0.28727737,-0.3492794,0.52260554,-0.20176078,0.33791924,0.3046521,-0.26433143,-0.05328089,-0.81086624,-0.17683938,0.19715461,0.039605163,0.2969355,0.11811681,-0.38803366,-0.3699137,-0.26185235,0.056700405,0.004504025,0.35946354,0.109129146,0.18596393,-0.025117584,-0.15745658,0.10190882,-0.21426967,0.6163771,0.044178687,0.29625338,0.09691525,-0.1493065,-0.47843617,0.47118574,-0.68559974,0.14961576,-0.431589,-0.07871379,-0.18428925,-0.5104052,0.12042917,0.4639441,0.23930052,-0.055413574,-0.013781711,-0.5448407,0.057575017,-0.01342864,-0.075434476,0.6349702,0.89556503,-0.1917055,0.008761317
-0.35452497,0.19478747,-0.03872961,0.47160932,0.2884903,-0.21877381,0.19928735,0.013893522,0.40800932,-0.5821951,-0.560653,-0.29264072,-0.07596223,-0.04684529,0.233194,0.2888992,-0.543107,-0.4614818,-0.32432783,-0.12727389,-0.08917887,1.0361016,-0.6550604,-0.17242989,0.14714795,0.06782512,0.736269,0.956024,0.38387468,0.02874817,0.6988839,-0.2355862,-0.25415668,-0.34906122,0.3066851,-0.2514571,0.0059722364,0.06538884,0.13276741,-0.17086111,-0.43097657,0.5313934,-0.16853349,0.21038234,0.61966896,-0.27279216,-0.34391004,-0.17698914,-0.16389832,0.0035320222,-0.69442475,0.59955853,-0.41682166,-0.66663927,-0.7678953,0.62175554,0.48672447,0.67273915,-0.5599639,-0.034206904,0.07188832,-0.22842939,-0.605765,0.16977346,-0.109711915,0.04038119,0.0012010746,0.10172015,-0.1561576,-0.3827669,0.074278,0.14167364,0.21089861,0.20904842,-0.040711705,-0.70280033,-0.16966069,-0.65826845,0.38976464,-0.82719994,-0.4151045,0.15868552,-0.5149922,0.04960359,-0.0821923,0.5760068,0.109648146,0.042212173,-0.23733634,0.09099108,0.045291543,0.20208305,0.66945124,0.8427482,-0.08953432,-0.10624704
-0.365208,-0.5043825,0.1677928,0.21303065,-0.35602412,-0.21423872,0.17456,0.6831108,0.2516611,-0.40016824,-0.14202674,-0.026341392,-0.38984182,-0.19595332,-0.28092033,0.47532472,-0.057782497,-0.648044,-0.2807599,-0.32712898,-0.10336787,0.50289124,-0.45164514,-0.047113482,0.55417246,0.08659706,0.51788837,1.1006917,0.6483668,-0.10416217,0.29856846,-0.09624187,-0.44566217,-0.034804627,0.004242152,-0.26335177,-0.06515856,0.033594508,0.12604876,-0.48499483,-0.3569707,0.45813844,-0.27444878,0.1854843,0.20661691,0.099650905,0.35137,-0.24677436,-0.1884247,0.3615925,-0.4317603,0.07795371,0.14505315,-0.38118935,-0.1289085,-0.10448154,0.6058851,-0.01799039,-0.22844617,-0.28837135,-0.69052273,-0.063164115,0.24299356,-0.25948116,0.028285665,0.2251186,-0.16276123,-0.09598469,0.09074166,-0.20551041,0.850736,0.44995216,0.85960853,-0.31298652,0.117497206,-0.019322326,-0.18409085,-0.48433536,-0.17716591,-0.5062194,-0.25276545,0.30717984,-0.030981814,-0.05390369,-0.0002664668,0.12986952,-0.32763106,-0.7251273,-0.71734154,0.042456377,-0.48626778,0.11069165,0.8786915,0.52752,-0.17742307,0.3338355
-0.110033095,-0.86213,0.30233282,-0.4624703,-0.096753076,-0.08853095,0.15652613,1.0792098,0.25347543,-0.1802027,0.360555,0.24911599,-0.103424504,-0.33471277,-0.3777729,0.7078825,-0.7110588,-0.818326,-0.37884918,0.08971705,0.7323898,0.31252867,-0.45652732,-0.047130138,0.77682436,0.07698989,-0.15472463,0.60993207,0.44669646,-0.10113411,-0.2953561,-0.8706166,0.112227105,-0.17641006,-0.0692703,-0.45547438,0.37614194,0.015542137,-0.104077,-0.62143505,-0.6582469,0.42578214,-0.021137392,1.0141921,0.07459307,-0.080965444,-0.3160445,-0.16265501,-0.6611852,0.40894413,-0.4012701,0.13269961,0.50151813,-0.6716617,-0.33377334,-0.047424186,0.86485815,0.27960607,-0.0009914279,-0.4369852,-0.31549442,0.1195624,-0.4052915,-1.1209314,0.035362624,-0.3255133,-0.17847058,-0.31532255,0.08477458,-0.26406568,0.89199924,0.66882,0.54457366,-0.7630587,0.1489633,0.15974534,-0.8136571,-0.5739008,0.18926337,-0.5772808,-0.17656693,-0.31895697,-0.09358711,0.12817259,0.16733143,0.5382815,-0.41645655,-0.346914,-0.73061746,1.0848434,-0.14418748,-0.03263958,1.2148066,1.1087965,-0.16899812,0.1449894
-0.34602723,-0.17649399,-0.04963735,-0.030949622,-0.23149998,-0.05332917,0.68688077,0.2801974,0.30497074,-0.5818337,0.12840836,-0.2858677,-0.23372859,-0.4440523,-0.14886062,0.31198454,-0.2483341,-0.5281319,-0.18733244,-0.19258316,0.0071266196,0.045904856,-0.5684799,-0.22065812,0.34107277,-0.0669338,0.029653646,0.85438156,0.411826,-0.19659017,0.23032421,0.62028617,-0.4424447,-0.05500698,0.19191258,-0.12188622,0.17367752,-0.18814391,0.21822901,0.07144187,0.15933613,0.0012509525,0.039555524,0.3856229,0.22829275,-0.22073126,-0.2491671,0.34120718,0.26522967,-0.012295944,-0.65730554,-0.040613115,-0.30016506,-0.48149896,-0.10697659,0.46455833,0.097570755,-0.10978433,-0.17393339,-0.23100036,-0.08235175,0.29365823,-0.20959617,-0.09618325,0.5256004,-0.13120537,0.080388755,-0.23924585,0.28062844,0.13430019,0.44936404,0.40776825,0.66807675,-0.1233579,-0.015928403,-0.3625827,-0.025231818,-1.0183463,-0.09205029,-0.9779907,-0.25520912,0.18100405,-0.7337458,0.20997095,0.018993387,-0.019230105,0.0901951,-0.35671303,-0.1871128,0.08678939,0.19612296,0.042143617,0.9189477,0.8708648,-0.13440068,0.16889589
0.15625541,-0.6551089,-0.25907943,0.3824804,0.22729929,-0.14393237,0.31047592,0.55737394,0.3852653,-0.22477862,0.15805265,0.106910355,-0.1644079,-0.8848324,-0.5231287,0.448996,-0.3070965,-0.17017624,-0.80162823,-0.23118456,0.09805442,0.5914567,-0.17546009,-0.09847664,0.30910844,0.2574654,0.23725255,0.22675984,0.64240456,0.30119157,-0.19744396,-0.2185437,-0.21904096,0.083923705,-0.21510042,-0.15132502,0.4608776,-0.19722666,0.08671449,-0.6740079,-0.7658976,0.37118605,-0.3566988,0.60248977,0.1344645,0.1650913,-0.41593853,0.04509827,-0.5041849,0.40258363,-0.19332136,0.21418846,0.02835932,-0.31457812,-0.36003634,0.5840864,0.75215,-0.20960641,-0.24942207,-0.28946736,-0.45625558,-0.050754387,-0.1089632,-0.4435429,-0.017531583,-0.12638581,0.12892595,0.256912,0.44646388,-0.5209269,0.63992786,0.37138557,0.7266633,-0.68109196,0.014473447,-0.39312696,0.013229189,-0.58369935,0.11188885,-0.49685398,-0.42031437,-0.44352463,0.35440126,0.11939364,-0.12065057,0.0655222,-0.4549068,-0.22259925,-0.6729911,0.3265095,-0.22348264,0.05688611,1.0099237,1.0013089,-0.014529326,0.17965433
0.05055086,-0.15600413,-0.15883332,0.11561561,0.20663355,-0.3837966,0.34103772,0.10757731,0.24402557,-0.020647516,-0.21519142,-0.15062518,-0.51496136,-0.22222996,0.17173809,-0.37991488,0.14452071,-0.33907557,-0.17203122,-0.041296776,-0.3630824,0.8285583,-0.939979,-0.23671055,0.6255443,-0.0638883,0.6270421,0.57500815,-0.33017215,0.74722505,-0.27752498,-0.17736262,-0.14116694,0.08707841,-0.35746875,-0.6306096,0.0681668,0.16012603,0.01043178,-0.16447157,-0.56729764,-0.03787271,-0.58949465,-0.05424486,0.14223424,0.24892715,0.029709458,-0.008767406,-0.053680908,0.22641107,0.213211,0.095510095,-0.26692933,0.27372518,-0.76474833,0.38069332,0.67930377,0.10375878,0.18772447,-0.52537674,-0.4771426,-0.4761952,-0.1228501,-0.15742537,-0.28942955,0.14910728,0.20394453,-0.048736077,0.2099736,-0.057237014,0.73238856,0.3487516,0.1119624,0.004593581,-0.26734212,-0.14087981,0.09519211,0.41124228,-0.18572347,-0.5424689,-0.13268206,0.0957731,0.17258967,0.2942341,0.1562485,0.35526106,-0.043769963,-0.1507721,0.20166272,0.46601397,0.0017527209,-0.33364746,0.82714707,0.4289416,-0.026049813,0.34287468
-0.62892145,-0.026769578,0.29196295,-0.06648223,-0.09857707,-0.46063656,0.21274242,-0.005281776,0.5062725,-0.47880012,0.05475068,-0.30671993,-0.5141476,-0.36830133,-0.65782523,0.25798428,-0.31984663,-0.21353725,0.19003317,-0.567763,-0.21088703,0.49451882,-1.3389362,0.19643939,0.19406234,0.088424414,0.39658898,0.8124067,-0.0132172825,0.40717584,0.2972349,-0.15981668,-0.0039464235,-0.32250458,-0.25598282,-0.55130255,0.3656055,0.23873095,0.7285476,-0.21023428,-0.6508669,0.35489285,-0.30533844,0.5583781,0.22397594,-0.2057203,0.028922815,0.19348048,0.040215075,0.093839034,-0.02607271,0.6981245,-0.39238662,0.02899279,-0.21410462,0.7955575,0.98520267,0.2400249,-0.5118896,0.003724873,-0.250558,-0.5800537,-0.3887934,0.22738993,0.30209738,-0.19863415,-0.43784857,0.035642006,-0.060998876,-0.034706555,0.84038067,0.07233349,0.13811953,-0.11963749,-0.22686164,-0.24712186,0.08092283,-0.78705335,-0.06133501,-0.6674409,-0.29430795,0.25182804,-0.59525263,0.35476387,-0.07832424,0.41534343,-0.3078705,0.37541085,-0.48512712,-0.02283677,0.21402876,0.08146153,1.2280524,0.52870524,0.460461,-0.029033268
-0.35383752,-0.4627308,0.400044,0.38820997,0.1251525,-0.21384148,0.48940322,0.2844729,0.2614984,-0.60960263,-0.31687805,-0.07780448,-0.11017636,-0.42917153,-0.26500252,0.23687725,0.014637659,-0.6844222,-0.056321103,-0.082356356,-0.45529476,0.5006945,-1.1873875,-0.15459968,0.532484,0.10134303,0.3566166,1.3165855,0.2656761,-0.07436205,0.11605805,0.009730712,-0.38296428,0.22686309,-0.08485531,-0.1957999,0.10733547,0.34728563,-0.08693398,-0.3033521,-0.33575407,0.25782812,0.05233483,0.3095543,-0.23381424,0.05796185,0.36045495,-0.17510529,0.048915774,0.06716806,-0.49565735,0.48748675,-0.20701027,-0.39779785,-0.8355854,0.33756077,1.1216774,0.08807116,-0.48448083,-0.29340228,-0.31479523,-0.50878525,0.011267464,-0.40686822,0.18418837,-0.11474057,0.20564906,0.11660854,-0.3566171,0.24126582,0.7495589,0.3117526,0.8363592,-0.5313669,0.029477587,0.027570486,-0.15123236,-0.8057397,-0.28871498,-0.9387846,-0.16552532,-0.20348161,-0.7575078,0.49073258,-0.11826062,0.25409034,-0.3086476,-0.17797868,-0.58522373,0.37938902,-0.02430726,-0.011586552,1.296723,0.7102063,-0.094948746,0.09096522
0.037595462,-0.7087069,0.0822176,0.40002212,0.12917052,-0.24472879,0.5189927,0.3950615,0.07203179,-0.58157027,0.07073412,-0.4144558,-0.6038392,-0.5788153,-0.18523256,0.18489029,-0.07350891,-0.57678294,-0.3150657,-0.53453887,-0.4230031,0.5105131,-0.9981544,0.28582516,0.016759545,0.063877106,0.32951394,0.7743252,0.20081879,0.072872594,-0.1362238,0.043446228,-0.25868014,0.015064682,-0.27107745,-0.24908264,0.22510624,0.009245555,0.17377608,-0.0047746995,-0.79038024,0.14069478,-0.23596157,0.3380722,0.06318122,0.30130377,0.1951645,-0.027496548,-0.24349733,-0.20673631,-0.6351617,0.3198148,0.2376859,-0.10946917,-0.31058654,0.48665026,0.25903225,-0.061170083,-0.37085447,-0.17790504,-0.35652956,-0.38450965,-0.19385628,-0.52704644,0.2012279,-0.02175019,0.40677735,0.67005277,-0.20131397,-0.09350439,0.75018454,0.37270817,0.4268943,-0.24401236,0.35594058,0.2597107,-0.104916476,-0.81729317,0.025854671,-0.97084,-0.12503132,-0.51795727,-0.22318625,0.31966218,0.13064136,0.165473,0.070602626,0.12175042,-0.58262974,0.037537336,0.31342134,0.13051693,1.3440443,0.885637,-0.38696316,0.21071179
