0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
-0.15499991,-0.43333408,-0.17260522,0.17275766,-0.22243612,-0.4700311,0.123608306,0.81353724,0.121468976,0.0039543714,0.33612257,0.3181563,-0.764735,-0.969092,-0.27253148,0.3213655,-0.23670736,-0.03333586,-0.2504919,-0.1732206,-0.40243852,0.34783775,-0.40939692,-0.073929004,0.16310851,0.19861922,0.37263277,0.71777445,0.03820267,0.16872928,-0.39380693,-0.5590413,-0.1568245,0.6487218,-0.45471522,-0.37097496,0.5076952,0.16024381,-0.3229003,-0.3509602,-0.18694907,0.14057037,-0.1792926,0.55907196,-0.34394848,0.0611474,0.27428114,0.48107365,0.34104186,0.3407297,-0.3767813,0.4231877,0.46567428,-0.34265503,-0.8593614,0.2755617,1.1883504,-0.17423783,0.25557882,-0.17869678,-0.56835055,0.039197803,0.052998498,-0.36175463,-0.38341266,-0.44517177,0.057368662,0.59627223,0.4068914,-0.21384002,1.0578551,0.47777122,0.73487693,-0.68843323,0.4507953,-0.1107853,-0.24281675,-0.77146935,-0.37450585,-0.6799949,0.068883,0.06371742,-0.52419364,0.0052274433,-0.24220912,-0.24304217,0.031625602,-0.3044233,-0.80469966,0.4218501,-0.18643625,0.15469408,0.92934823,0.8310909,-0.01157709,-0.20354074
-0.80610716,-0.3224097,0.102714136,0.059212662,-0.08388586,-0.22790852,0.35866633,0.37339178,0.41861072,-0.14843658,-0.5717784,0.5312137,-0.4894603,-0.48328716,-0.17185535,0.1054108,-0.15987413,-0.4447829,0.1375771,-0.045596693,-0.113712646,-0.20247445,-0.93830585,0.0007984042,0.4776997,-0.11387245,0.28989786,1.1312908,1.2177165,0.3601167,-0.6382677,-0.24217078,-0.48031893,0.21019106,-0.20310017,-0.34245652,0.40191013,0.41401568,-0.14000568,-0.92411745,-0.5282014,0.032723285,-0.08416131,-0.2597512,0.18031022,-0.38941434,0.25074226,-0.16459742,-0.04544691,0.21464638,-0.18789053,0.25614482,0.07547904,-0.5289737,0.060021102,0.15067168,-0.11872263,0.22254784,-0.08257351,0.3698995,-0.22677663,0.2088778,-0.06627772,-0.18316849,0.60107815,0.19978611,0.479499,0.74556357,0.03051821,-0.035836123,0.77662456,0.30837628,0.40379325,-0.048028402,-0.22565731,-0.38487494,-0.21257167,-0.8489175,-0.24435918,-0.92681444,-0.48202524,0.017616976,-0.022838604,0.059036504,-0.19855715,0.6077171,-0.25188822,-0.3937901,-0.7240323,-0.22492333,0.31632334,0.89038974,1.3149468,0.6221745,0.25081456,0.04692757
-0.5503083,-0.8325913,0.090239555,0.2647906,-0.34891346,0.012606881,0.29998133,0.55397695,-0.1694161,-0.22745128,-0.08940225,-0.22783007,-0.6143019,-0.29029882,-0.21044083,0.48452273,-0.18796374,-0.8099686,-0.16470756,-0.18702841,-0.1260717,0.44824493,-0.87775093,0.033697322,0.20340829,-0.17208818,0.23957367,0.9828543,-0.1036535,0.46657056,0.33805764,0.6453922,-0.009994312,0.2352304,0.051035658,-0.34563306,0.44586602,0.074373044,-0.2755455,-0.15246952,-0.684892,0.19875826,-0.10051663,0.5636025,0.38878325,-0.36566737,-0.11133233,0.10298844,-0.13621868,0.03591311,-0.75737077,0.3157428,-0.16329458,-0.7992976,-0.10603337,0.13604115,0.26315087,-0.0038459166,-0.26754025,-0.22219719,-0.1613974,-0.053197395,-0.10631485,-0.13239437,-0.19124812,-0.011779422,0.054071132,0.42266396,0.285983,0.43849868,0.95341116,0.31163737,0.37201273,-0.35084197,-0.01336185,-0.08204064,-0.13592428,-0.6406184,0.03386332,-0.7929205,-0.047396883,-0.18283252,-0.5098604,0.19857241,0.076672874,0.40480366,0.051259086,-0.20714732,-1.0755684,0.58209586,0.49067652,-0.0845856,0.86854327,0.51623446,0.095914915,0.18737572
0.14674987,-0.56321967,0.19593482,-0.11743047,-0.13881567,-0.38520867,0.49062443,0.22030692,0.4123303,0.084106706,-0.5770218,-0.7134417,-0.62796676,-0.47151226,-0.02567029,-0.009673786,0.13414331,-0.39804068,-0.19763729,-0.30879116,-0.4817102,0.945187,-0.33355635,-0.10189619,0.68501216,0.7781062,0.9746167,0.65741575,-0.5531446,0.5295387,-0.09664886,-0.009534597,-0.124804616,0.22996914,0.122006536,-0.40630627,0.4268507,-0.017849302,1.1860856,0.037311267,-0.043270778,0.12633505,-0.13092503,-0.15981221,0.3945703,0.12188089,0.1055214,-0.122513786,0.6792885,-0.12339463,0.22049844,-0.124621764,-0.52316153,0.08857807,-0.0033382862,-0.16254029,0.39133772,-0.035384905,-0.33060732,-0.6530844,-0.99469995,-0.016801571,0.08615681,-0.03680302,-0.18517913,0.26821595,0.6319181,-0.59031403,0.7239002,0.044386376,0.37419766,-0.1483893,0.1398063,-0.053024363,-0.34283718,0.15671408,0.38445014,-0.07607908,0.016480422,-0.3675961,0.08188502,-0.77492654,-0.18008612,-0.05384028,-0.26859158,0.8202117,0.37827873,0.31662863,-0.18139839,0.055644535,-0.3314027,-0.50021225,0.5433773,0.3286291,-0.6905818,-0.14055619
-0.16737702,-0.7087129,0.38669395,-0.3054534,-0.31381536,-0.38950235,0.21087329,0.57780814,-0.2888817,0.04099055,0.37876326,-0.24781919,-0.25141278,-0.4520235,0.07548291,0.39018434,-0.046726108,-0.29400367,-0.048656203,-0.04166109,-0.12104092,0.55566084,-0.6532351,-0.05212692,0.24649906,-0.41141516,0.15290517,0.40374726,0.050119407,0.27840507,-0.31652406,-0.047818735,0.08279862,0.48815686,0.23230772,-0.58489937,-0.19671617,-0.11302836,0.46714097,-0.1198874,-0.35734525,0.21961188,0.1728331,0.43008447,0.030334163,-0.28632635,0.118820205,0.3235595,0.16871305,0.34295458,-0.26601166,0.41168514,0.15893404,-0.27009124,-0.661883,-0.05961871,0.7568685,-0.1607062,-0.2268798,-0.093923464,-0.5613311,-0.0021978975,0.19795159,-0.10277569,-0.019893203,-0.33673248,0.062879756,0.11805514,0.32670465,0.19566433,0.309123,0.5478021,0.36839828,-0.17499094,-0.005757326,-0.06813468,0.20270006,-0.8287468,-0.1782436,-0.64475965,0.35328215,-0.5662094,-0.9271884,0.26692456,0.044253506,0.18916473,0.09594467,0.041089665,-0.30671912,0.10344543,-0.050231166,0.017327648,0.929952,0.56776685,-0.16922222,0.22880927
0.14492308,-0.7428382,0.23487335,-0.06439217,-0.44583818,-0.014779305,0.42907,0.8004986,0.048183594,-0.28130794,-0.10793262,-0.110307015,-0.21357204,-0.32616222,-0.44956028,0.6737675,-0.5918666,-0.6279907,-0.9383885,-0.43520942,0.19366276,0.45666954,-0.12070169,-0.07247868,0.7135715,-0.11675941,0.11285025,0.45875895,0.8078694,-0.07804325,0.09062776,-0.25585747,-0.52077717,0.03665675,0.021268725,-0.060598746,0.3626627,-0.20848083,0.13131654,-0.43704295,-0.5026838,0.7941093,0.06108958,0.7821101,0.2923829,-0.08721742,-0.3115647,-0.24301535,-0.56310695,0.24459715,-0.45860893,0.2691451,0.5084153,-0.6518649,-0.62312806,-0.04726866,-0.108244866,0.15315346,-0.42569464,-0.197445,-0.67030376,0.29042506,0.40276524,-0.7464657,-0.045158226,0.035196334,-0.0025975055,0.019230785,0.12227793,-0.17684972,0.54162145,0.28022224,1.0430653,-1.2465963,-0.050494783,-0.12092252,-0.1841998,-0.41998422,0.46772572,-0.50945395,-0.016705073,-0.670768,0.47022143,0.42963237,-0.2946722,0.02711004,-0.09520595,-0.39303172,-0.7299845,0.16320686,0.031083394,0.6739972,1.2953119,0.7174532,-0.33070895,0.009385996
0.14492308,-0.7428382,0.23487335,-0.06439217,-0.44583818,-0.014779305,0.42907,0.8004986,0.048183594,-0.28130794,-0.10793262,-0.110307015,-0.21357204,-0.32616222,-0.44956028,0.6737675,-0.5918666,-0.6279907,-0.9383885,-0.43520942,0.19366276,0.45666954,-0.12070169,-0.07247868,0.7135715,-0.11675941,0.11285025,0.45875895,0.8078694,-0.07804325,0.09062776,-0.25585747,-0.52077717,0.03665675,0.021268725,-0.060598746,0.3626627,-0.20848083,0.13131654,-0.43704295,-0.5026838,0.7941093,0.06108958,0.7821101,0.2923829,-0.08721742,-0.3115647,-0.24301535,-0.56310695,0.24459715,-0.45860893,0.2691451,0.5084153,-0.6518649,-0.62312806,-0.04726866,-0.108244866,0.15315346,-0.42569464,-0.197445,-0.67030376,0.29042506,0.40276524,-0.7464657,-0.045158226,0.035196334,-0.0025975055,0.019230785,0.12227793,-0.17684972,0.54162145,0.28022224,1.0430653,-1.2465963,-0.050494783,-0.12092252,-0.1841998,-0.41998422,0.46772572,-0.50945395,-0.016705073,-0.670768,0.47022143,0.42963237,-0.2946722,0.02711004,-0.09520595,-0.39303172,-0.7299845,0.16320686,0.031083394,0.6739972,1.2953119,0.7174532,-0.33070895,0.009385996
-0.52218544,-0.35104617,-0.15357023,0.38606986,0.09493899,-0.32351214,0.63808656,0.762181,0.13149719,0.25563815,0.045981597,0.10614895,-0.5504419,-0.9952173,0.1176519,0.5333396,-0.55089027,-0.19172125,-0.038450565,0.015739217,0.056144197,0.6857521,-0.38861656,-0.23764665,0.34780848,0.16781662,-0.038352553,1.523384,-0.19802673,-0.19215167,-0.3248932,0.038179386,-0.33899274,0.36626408,-0.035679232,-0.6957491,0.5741628,-0.25333974,-0.6624226,-0.35758623,0.07825883,0.080290325,0.14051606,0.79449016,-0.30487344,0.18396705,0.3549616,0.334268,0.1954136,0.028096242,-0.6143144,0.4976195,0.12022527,-0.5299232,-1.0162714,-0.12831701,0.7249387,0.03967464,-0.022755483,-0.3159283,-0.59318817,-0.1974922,-0.029180968,0.10982642,0.2647497,-0.48833182,0.21827255,0.4155067,0.1905874,-0.2030912,1.3062938,0.19219346,0.4225448,-0.381344,0.3769504,-0.29185432,-0.17119674,-0.8686139,-0.13443226,-0.7548332,-0.23039009,0.35160896,-0.52955586,0.16091369,-0.010402934,-0.25396642,0.10892788,-0.5830981,-0.9768143,0.578341,-0.009240881,0.032338727,0.9259767,0.7218802,-0.079932585,-0.16101407
-0.8303821,-1.3927188,-0.13934824,-0.20614773,-1.5793413,-0.012517571,0.33085436,0.12669623,-1.0608283,1.4673209,1.0126052,-0.25835526,0.45941836,-0.9976321,-0.06604862,0.59170353,0.7134274,-0.09570962,0.7954749,0.5526552,0.5344852,0.14576133,-0.55108595,0.35586217,-0.5103514,-0.13063818,-0.12128779,0.8940653,-0.5280991,0.8891759,-0.32995883,-0.0989084,1.1224327,-0.17062971,0.5448829,-1.8230402,-1.1209074,-1.0805054,0.6830343,-0.41463298,0.69141,0.1753434,-0.2678585,0.10668526,1.5351397,-1.2099748,-0.6764668,-0.6499602,0.6399387,0.967588,-0.6986358,0.2312772,-0.7637783,-1.3540584,1.1525234,0.5484443,2.048314,-0.4233951,-0.4396781,0.32532725,0.21493727,-0.056989267,0.06146401,1.7731955,0.6165297,-1.0041552,-0.45573336,0.363334,1.0079964,0.9435762,-0.035256386,0.29154631,0.04801339,0.21236345,-0.3421945,-0.5529561,0.21599618,-0.65026,-0.67249113,0.46728146,-0.15630999,0.5418414,-0.94060487,0.51490456,-0.07388595,-0.3206099,0.43506783,-0.080514744,-0.5070729,0.4087185,-0.08011001,-0.3478504,-1.063551,0.7838669,0.34954095,0.31865972
-0.13639832,0.094059825,0.35586956,-0.34724084,-0.091891915,-0.69406974,0.7846297,0.31652945,0.45447412,-0.26672372,1.1960862,-0.5342955,-0.6808901,-0.9713934,-1.1802311,0.07265781,-0.8473259,0.4128783,-0.1937321,0.5283574,-0.8183568,-0.12278673,0.5443584,-0.30541635,-0.26471108,0.92027366,0.3057527,-0.46486095,-0.10339201,1.1272931,0.08276653,0.15639251,0.80467266,0.8770418,-0.28549337,-0.12835386,-0.045044884,0.3554545,1.0139552,-0.32567424,-1.2958448,0.038105473,0.346419,-0.51580197,-0.372654,0.106114656,-0.049380645,-0.43294573,0.09358159,0.33494586,-0.6403534,0.29800984,-0.20383361,-0.5492517,-0.36497468,-1.3745785,0.15426812,0.23155156,-0.17800695,-0.4336689,-0.4297318,0.083051056,-0.33307052,-0.07303372,-0.3116782,1.1163338,0.77974117,-1.1640373,0.6519146,0.25860414,1.2785699,0.3988372,-0.5147793,-0.4256968,-0.12493758,0.14737207,-0.5395555,0.39527047,0.55668145,-0.8497815,-0.02063948,0.028038979,0.32489526,-0.0891114,0.16619834,1.1421957,0.15825136,0.7874211,0.19208181,1.0866505,-1.06026,-0.43196547,0.34909534,0.20121172,-0.72063714,0.5111237
